,重庆南温泉风景区,重庆汉海海洋公园,重庆巴南云篆山,西流沱小镇,重庆东温泉风景区,龙浒峡漂流,南湖多彩植物园,重庆巴南丰盛古镇,重庆巴南羊鹿山景区,重庆巴南天坪山云林天乡景区,重庆缙云山景区,重庆自然博物馆,重庆北碚金刀峡景区,重庆北泉风景区,宽窄巷子,春熙路,成都远洋太古里,成都武侯祠博物馆,成都人民公园,成都杜甫草堂博物馆,大慈寺,九眼桥,青城山—都江堰旅游景区,文殊院,IFS,天府广场,成都大熊猫繁育研究基地,玉林路小酒馆,东郊记忆,鹤鸣茶社,奎星楼,青羊宫,浣花溪,成都金沙遗址博物馆,四川大学,四川博物院,成都市双流区黄龙溪旅游区,成都鹪鹩人文精品酒店,兰桂坊,成都市西岭雪山景区,百花潭,成都麓湖水城景区,洛带古镇,安顺廊桥,四川省图书馆,梵高星空艺术馆,邛峡市平乐古镇,成都环球中心,宝山旅游区,灌县古城,刘氏庄园旅游区,大熊猫月亮产房,成都欢乐谷,成都市建川博物馆聚落,南湖梦幻岛,新繁东湖景区,成都市川菜博物馆,琴台故径,三圣花乡观光旅游区,成都市崇州元通古镇景区,成都玉林路,成都市彭州丹景山旅游景区,成都市武侯区天府芙蓉园景区,成都市花水湾温泉度假旅游区,成都市虹口旅游景区,天台山风景名胜区,成都市崇州市竹艺村景区,川西竹海景区,成都大悦城,望丛祠,崇州市罨画池,都江堰市茶溪谷旅游景区,芳邻路酒吧一条街,成都市双流区海滨城景区,成都市海昌极地海洋世界景区,美国驻成都总领事馆,蜀酒文化园区,成都市桃花故里旅游景区,鲜花山谷,青白江区客家杏花村旅游景区,夜啤酒长廊,成都蜀锦织绣博物馆,方所书店,成都博物馆,四川邛崃茶兰景区,成都市锦门景区,成都市龙泉驿区蔚然花海景区,五凤溪景区,紫坪铺水库,安仁古镇,四川美术馆,开江金山寺旅游景区,成都山玫瑰谷,重庆华生园金色蛋糕梦幻王国景区,重庆大足石刻景区,昌州古城,圣寿寺,重庆大足海棠香国历史文化风情城,重庆大足荷花山庄,四川广汉三星堆博物馆,绵竹市九龙山一麓棠山旅游区,中国绵竹年画村景区,剑南老街,重庆垫江恺之峰旅游区,重庆垫江牡丹樱花世界景区,重庆丰都名山风景区,重庆丰都雪玉洞景区,重庆丰都南天湖景区,重庆丰都九重天景区,重庆白鹤梁水下博物馆景区,重庆涪陵武陵山国家森林公园,重庆涪陵武陵山大裂谷景区,重庆美心红酒小镇景区3A,重庆涪陵816工程景区,重庆涪陵大木花谷林下花园景区,重庆涪陵巴山夜雨休闲旅游区,邓小平故里旅游区,广安华蓥山旅游区,神龙山巴人石头城,天意谷景区,重庆合川钓鱼城景区,重庆合川涞滩古镇,重庆双龙湖,重庆观音桥商圈都市旅游区,重庆大剧院,九街,北仓文创园,重庆科技馆,黄花园大桥,鸿恩寺,塔子山,重庆铁山坪森林公园,喵儿石创艺,江北区福音堂,重庆鎏嘉码头景区,重庆江津四面山景区,重庆江津中山古镇,重庆江津会龙庄景区,重庆石笋山景区,重庆江津黑石山风景区,重庆江津白沙老重庆影视基地,重庆江津陈独秀旧居陈列馆,重庆聂荣臻元帅陈列馆,重庆江津石门大佛景区,江津西湖镇,重庆江津塘河古镇,四川美术学院,重庆动物园,铁路四村,重庆交通茶馆,杨家坪步行街,重庆当代美术馆,重庆建川博物馆,重庆人民英雄纪念碑,重庆海兰云天温泉度假区,重庆华岩旅游区,重庆沙坪坝虎峰山景区,重庆天赐温泉生态旅游景区,寨山坪,重庆开州温泉仙女洞,乐山大佛景区,峨眉山风景名胜区,乐山东方佛都旅游区,乐山市犍为县嘉阳.桫椤湖景区,罗城古镇,乐山市夹江县东风堰-千佛岩景区,金口河区大渡河金口大峡谷旅游景区,乐山市黑竹沟风景区,犍为文庙,重庆梁平滑石古寨景区,重庆梁平百里竹海,重庆梁平双桂堂,奶牛梦工场,梁平翡翠湖,重庆中华梁平柚海,泸州市凤凰湖旅游景区,泸州老窖旅游区,泸州市古蔺县双沙镇白马景区,清溪谷花田酒地景区,龙桥文化生态园,尧坝古镇,玉蟾山景区,三苏祠景区,瓦屋山景区,黑龙滩旅游景区,雅女湖有机农庄,仁寿城市湿地公园,柳江古镇旅游景区,九皇山,绵阳市江油窦圌山风景区,梓橦县七曲山风景区,绵阳市仙海旅游景区,绵阳市梓潼县两弹城旅游景区,江油李白纪念馆景区,寻龙山景区,绵阳北川飞鸿滑草场景区,绵阳市罗浮山景区,绵阳市越王楼?三江半岛景区,绵阳市北川药王谷旅游景区,安州区枣皮走廊·蝴蝶谷景区,安州区花城果乡旅游景区,绵阳市江油李白故居旅游景区,绵阳市平武报恩寺,北川羌城旅游区,江油市中国酱文化博览园,绵阳富乐山景区,绵阳市千佛山,重庆市南山风景区,重庆南滨路景区,东水门长江大桥,重庆南岸长嘉汇弹子石老街,龙门浩老街,筒子楼,下浩老街,壹华里,洋人街,朝天门长江大桥,重庆抗战遗址博物馆,黄桷湾立交桥,苏家坝立交桥,重庆加勒比海水世界景区,重庆市广益中学校园景区,黄山蒋介石官邸,阆中古城,保宁醋文化博览园旅游景区,南津关古镇,阆中文庙,阆中天宫院风水文化景区,清代四川贡院,南充市凌云山景区,阊中市天林乡五龙度假区,高坪区鹤鸣山旅游景区,阖中市红军烈士纪念园,重庆南川金佛山景区,山王坪,市中区黄鹤湖旅游区,内江市隆昌县石牌坊旅游区,奥陶纪,重庆万盛黑山谷景区,净音寺,重庆綦江博物馆,重庆綦江古剑山风景区,重庆綦江石壕红军烈士墓,农民版画院,重庆渝中嘉西村—怡园景区,重庆綦江国家地质公园老瀛山景区,重庆巅峰乐园,重庆黔江濯水古镇,蒲花暗河,重庆黔江小南海旅游景区,重庆黔江芭拉胡景区,重庆市黔江神龟峡景区,重庆黔江土家十三寨,重庆荣昌万灵古镇,重庆荣昌夏布小镇景区,重庆荣昌安陶博物馆,昌州故里,重庆磁器口古镇,渣滓洞,白公馆,罗中立美术馆,石井坡,重庆大学,红岩魂陈列馆,重庆歌乐山森林公园,遂宁市龙凤景区,观音湖湿地公园旅游景区,世界荷花博览园,遂宁市中国死海旅游度假区,遂宁市中国观音故里旅游区,遂宁市中华侏罗纪探秘旅游区,子昂故里文化旅游区,重庆铜梁黄桷门奇彩梦园,重庆铜梁安居古城,巴岳山,重庆铜梁玄天湖景区,荷和原乡,重庆铜梁邱少云烈士纪念馆,重庆潼南大佛寺,重庆潼南双江古镇景区,重庆市潼南区陈抟故里景区,重庆潼南杨闇公故里景区,重庆三峡移民纪念馆,重庆九龙坡九凤山景区,重庆万州大瀑布群旅游区,重庆万州西山公园,锦里,碧峰峡旅游景区,雅安蒙顶山旅游景区,龙苍沟叠翠溪景区,上里古镇,雅安市名山区牛碾坪景区,石棉县安顺场景区,雅安喇叭河森林公园,雅安市名山区月亮湖景区,雅安周公山森林公园,宜宾市蜀南竹海风景名胜区,五粮液旅游景区,翠屏区翠屏山景区,宜宾市李庄古镇,珙县石板溪娃娃鱼生态园,锦屏山3A级景区,苦竹?天泉景区,宜宾市流杯池公园,天池公园景区,宜宾高县胜天红岩山旅游景区,重庆永川茶山竹海旅游景区,重庆乐和乐都景区,重庆永川松溉古镇,重庆两江国际影视城,重庆园博园,川剧院,重庆渝北龙兴古镇景区,重庆统景温泉风景区,重庆欢乐谷景区,重庆际华园景区,重庆渝北放牛坪景区,老君山,重庆渝北印盒李花生态旅游区,重庆洪崖洞民俗风貌区,解放碑,李子坝轻轨,重庆长江索道景区,来福士广场,重庆鹅岭公园,千厮门大桥,八一路好吃街,皇冠大扶梯,重庆中国三峡博物馆,山城步道,重庆人民大礼堂及人民广场,重庆湖广会馆,十八梯,中山四路,罗汉寺,周公馆,桂园,国泰艺术中心,魁星楼,佛图关公园,重庆美术馆,重庆会仙楼,重庆宋庆龄旧居陈列馆,特园,重庆白象街,重庆红岩革命纪念馆,重庆歌乐山烈士陵园,重庆中国民主党派历史陈列馆景区,洞亭火锅,李子坝公园,曾家岩书院,重庆关岳庙,南滨公园,史迪威博物馆,重庆大韩民国临时政府旧址陈列馆,中兴路旧货交易,通远门城墙遗址,重庆市规划展览馆,云端之眼观景台,重庆枇杷山,重庆云阳龙缸景区,重庆云阳张飞庙,重庆云阳三峡梯城景区,重庆云阳县四方井公园景区,重庆长寿菩提古镇文化旅游区,长寿古镇,重庆长寿湖旅游区,重庆长寿菩提山文化旅游区,重庆忠县石宝寨,重庆忠县白公祠文博景区,烽烟三国,安岳石窟.卧佛院,资阳市安岳石刻?圆觉洞景区,自贡市燊海井景区,三多古寨景区,牛佛古镇景区,自贡恐龙博物馆,玫瑰海,中国彩灯博物馆,自贡盐业历史博物馆,中华彩灯大世界
五粮液旅游景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
翠屏区翠屏山景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜宾市李庄古镇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
珙县石板溪娃娃鱼生态园,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
锦屏山3A级景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
苦竹?天泉景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜宾市流杯池公园,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天池公园景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宜宾高县胜天红岩山旅游景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆永川茶山竹海旅游景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆乐和乐都景区,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
重庆永川松溉古镇,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
